mission_time,ship_speed_kps,orbital_inclination_deg,orbital_longitude_deg,orbital_altitude_km
2261-07-22 08:23:27+10:00,-0.12179227378268881,9.81017999674691,133.623932,80.33215722042716
2261-07-22 08:23:29+10:00,-0.0745408517842948,9.810159996746908,133.623932,80.31476822609346
2261-07-22 08:23:30+10:00,,9.810159996746908,133.623932,81.84841544505164
2261-07-22 08:23:31+10:00,-0.05876681407271678,9.810159996746908,133.623932,80.91456451428856
2261-07-22 08:23:33+10:00,-0.03295060773001345,9.810159996746908,133.623932,80.62565067465219
2261-07-22 08:23:34+10:00,26.307696838548587,9.810159996746908,133.623932,80.77192605734241
2261-07-22 08:23:35+10:00,-0.1738520883363143,9.810159996746908,133.623932,82.6277953313082
2261-07-22 08:23:36+10:00,0.011268280714319536,9.810159996746908,133.623932,81.45074127490842
2261-07-22 08:23:38+10:00,0.017972546256369484,9.810159996746908,133.623932,80.39948369651287
2261-07-22 08:23:40+10:00,0.1383337853137421,9.81017999674691,133.623932,81.93376419914475
2261-07-22 08:23:42+10:00,,9.81017999674691,133.623932,81.78326662925701
2261-07-22 08:23:43+10:00,-0.008354242391708773,9.81017999674691,133.623932,81.50508556534842
2261-07-22 08:23:45+10:00,13.172609368620991,9.81017999674691,133.623932,81.29439515821983
2261-07-22 08:23:46+10:00,0.11734584559336565,9.81017999674691,133.623932,81.6257179426416
2261-07-22 08:23:47+10:00,0.0524205567302386,9.81017999674691,133.623932,80.08911754497261
2261-07-22 08:23:48+10:00,-0.0052657902508866875,9.81017999674691,133.623932,81.280217098762
2261-07-22 08:23:49+10:00,-0.19803331258295243,9.81017999674691,133.623932,80.90879090602128
2261-07-22 08:23:51+10:00,26.51150884550856,9.81017999674691,133.623932,81.46491943412744
2261-07-22 08:23:52+10:00,26.356929876018008,9.81017999674691,133.623932,81.18375810146972
2261-07-22 08:23:54+10:00,-0.0023132030724009626,9.81017999674691,133.623932,81.99977833088735
2261-07-22 08:23:55+10:00,0.09211874024659945,9.81017999674691,133.623932,81.46924160881672
2261-07-22 08:23:57+10:00,-0.08539909477583807,9.81017999674691,133.623932,80.59415215037411
2261-07-22 08:23:59+10:00,-0.11742202395486973,9.81017999674691,133.623932,82.23371362195468
2261-07-22 08:24:01+10:00,0.04943851883310831,9.81017999674691,133.623932,81.80867417734044
2261-07-22 08:24:02+10:00,26.27144726239583,9.81017999674691,133.623932,80.80207981413358
2261-07-22 08:24:04+10:00,-0.07236870229282992,9.81017999674691,133.623932,81.55137368750167
2261-07-22 08:24:06+10:00,26.340629159161207,9.81017999674691,133.623932,80.4255429799035
2261-07-22 08:24:07+10:00,-0.11494691212654234,9.81017999674691,133.623932,81.53818617544358
2261-07-22 08:24:09+10:00,-0.060250172923075676,9.81017999674691,133.623932,80.95587075970717
2261-07-22 08:24:14+10:00,0.07494254594700694,9.81017999674691,133.623932,81.65506059797094
2261-07-22 08:24:15+10:00,13.000050588157961,9.81017999674691,133.623932,82.09876846424558
2261-07-22 08:24:16+10:00,,9.81017999674691,133.623932,81.47255522252827
2261-07-22 08:24:20+10:00,,9.81017999674691,133.623932,81.34190975237632
2261-07-22 08:24:22+10:00,-0.02343858834688851,9.810159996746908,133.623932,81.66233246430254
2261-07-22 08:24:24+10:00,0.14966964647962927,9.810159996746908,133.623932,80.41974192201846
2261-07-22 08:24:25+10:00,-0.13541943562612901,9.810159996746908,133.623932,80.818043994851
2261-07-22 08:24:26+10:00,0.05330155046988847,9.810159996746908,133.623932,80.61826576558147
2261-07-22 08:24:28+10:00,-0.031127609699649075,9.810159996746908,133.623932,81.53902524823418
2261-07-22 08:24:29+10:00,26.150605551057264,9.810159996746908,133.623932,80.36162270439407
2261-07-22 08:24:30+10:00,0.054661010608487375,9.810159996746908,133.623932,81.70598905960927
2261-07-22 08:24:32+10:00,0.041136761277664156,9.810159996746908,133.623932,81.3245562247076
2261-07-22 08:24:33+10:00,-0.10452023297954903,9.810159996746908,133.623932,81.60716222881206
2261-07-22 08:24:34+10:00,,9.810159996746908,133.623932,80.76103353964373
2261-07-22 08:24:35+10:00,-0.1903661671348373,9.810159996746908,133.623932,81.7503128604439
2261-07-22 08:24:36+10:00,0.04615831138105933,9.810159996746908,133.623932,81.31007026956382
2261-07-22 08:24:38+10:00,-0.15232364101333784,9.810159996746908,133.623932,80.58875392966
2261-07-22 08:24:39+10:00,0.05666210736458736,9.810159996746908,133.623932,80.63814385710472
2261-07-22 08:24:40+10:00,0.1397479157771386,9.810159996746908,133.623932,80.28548732009635
2261-07-22 08:24:42+10:00,,9.810159996746908,133.623932,80.96670051000635
2261-07-22 08:24:43+10:00,26.169363175156462,9.810159996746908,133.623932,80.82144206686715
2261-07-22 08:24:44+10:00,26.35012648967561,9.810159996746908,133.623932,81.65139179290028
2261-07-22 08:24:46+10:00,0.025680930259662022,9.810159996746908,133.623932,81.61280391853867
2261-07-22 08:24:48+10:00,-0.08037302076844906,9.810159996746908,133.623932,81.45297116054843
2261-07-22 08:24:49+10:00,0.08048226556157606,9.810159996746908,133.623932,81.69698542241308
2261-07-22 08:24:50+10:00,0.20713067000987206,9.810159996746908,133.623932,81.15075976308042
2261-07-22 08:24:51+10:00,-0.17094249998383174,9.810159996746908,133.623932,81.68012270105555
2261-07-22 08:24:53+10:00,-0.0478103282330515,9.810159996746908,133.623932,82.25612072739675
2261-07-22 08:24:55+10:00,0.054694244974363496,9.810159996746908,133.623932,80.7483973544734
2261-07-22 08:24:57+10:00,,9.810159996746908,133.623932,82.18492641414413
2261-07-22 08:24:58+10:00,-0.03754247378091574,9.810159996746908,133.623932,81.51975122174775
2261-07-22 08:25:00+10:00,0.07101021569641323,9.81017999674691,133.623932,80.93349888902324
2261-07-22 08:25:02+10:00,-0.08259257878358763,9.81017999674691,133.623932,81.07450046966837
