mission_time,ship_speed_kps,reactor_output_A,reactor_voltage_V,stellar_irradiance_Wm2,collector_A_W,collector_B_W,collector_C_W,helio_remaining_energy,orbital_inclination_deg,orbital_longitude_deg,orbital_altitude_km
2261-07-18 08:23:38+10:00,0.011563377111835117,4.546095394889878,750.4052126560695,8091.300847368077,,97.31045513010538,82.41078839307987,1000.285757139523,9.878297378419454,134.064682,75.94849007514955
2261-07-18 08:23:39+10:00,-0.05585056425781877,4.520022660159673,,,80.05341764188667,94.11281786594799,84.1485203564502,1000.285757139523,9.878297378419454,134.064682,75.49174285132604
2261-07-18 08:23:41+10:00,0.030082597555283832,,,8092.871944876861,79.71058215913541,91.65509139378227,85.65220448852698,1000.285757139523,9.878297378419454,134.064682,75.65839539679823
2261-07-18 08:23:43+10:00,0.17177887921503776,4.252468477538705,752.1771334567807,8277.99526676822,75.08270324418292,99.05173693375525,79.17311728947499,1000.285757139523,9.878297378419454,134.064682,75.89373153143298
2261-07-18 08:23:45+10:00,-0.1545952573777229,4.492234914043824,,8097.978911988591,80.26485427758652,97.99156382555003,81.21432804013416,1000.285757139523,9.878297378419454,134.064682,75.19190790179715
2261-07-18 08:23:47+10:00,,4.475135317901596,,8095.489042976298,94.14771329949058,97.2620409778039,89.61405243831675,1000.285757139523,9.878297378419454,134.064682,76.07705540777677
2261-07-18 08:23:48+10:00,-0.003828105989628523,,749.3667336729206,8105.414668794697,78.30490013296132,95.2872041213196,80.12568639719852,,9.878297378419454,134.064682,75.95113052086067
2261-07-18 08:23:49+10:00,0.048373986222366494,4.525919902204396,,8096.579821219567,83.2681364086617,93.16991814608278,80.37777947678386,1000.285757139523,9.878297378419454,134.064682,76.11196573737229
2261-07-18 08:23:51+10:00,,4.551551011568852,749.4306314055456,8088.693953862801,82.11727018261425,,,1000.285757139523,9.878297378419454,134.064682,76.10072073107787
2261-07-18 08:23:52+10:00,26.28770399182019,,,8099.5269253693405,81.09582923701112,93.0237237433945,83.46924537999372,,9.878297378419454,134.064682,76.78889090296398
2261-07-18 08:23:54+10:00,,4.129866496123735,748.2861618474141,8103.169439338883,85.30800855618625,86.62877050281789,,1000.285757139523,9.878297378419454,134.064682,75.87218333344252
2261-07-18 08:23:57+10:00,26.272353736733013,,750.5930287767394,8095.518421665187,79.30382499814249,91.90241659153084,84.92982813640695,1000.285757139523,9.878297378419454,134.064682,75.60678124991408
2261-07-18 08:23:58+10:00,13.196372916414306,4.532670011727644,746.9685621281651,8087.879450794748,81.39925872680425,92.61425290976366,84.53960366389626,1000.285757139523,9.878297378419454,134.064682,75.23407278204647
2261-07-18 08:24:01+10:00,,,,923.5603100815222,86.08517172518513,94.62571818695088,88.50574306162544,,9.878287378419461,134.064682,76.42862834570126
2261-07-18 08:24:02+10:00,-0.019101182532481026,4.496387963259808,751.2415515321644,8094.4307110511145,89.63915915940825,91.43016583343041,87.31558574196714,1000.285757139523,9.878287378419461,134.064682,74.97219982506392
2261-07-18 08:24:04+10:00,26.413121567860546,4.472219292496953,,361.28202599748033,87.87956362592723,96.65794503666298,89.70545401382162,1000.285757139523,9.878287378419461,134.064682,76.73535142876953
2261-07-18 08:24:06+10:00,13.181607690759298,,751.6449950725936,360.9651148446616,79.86105564553345,102.31248164316953,85.3422656163907,,9.878287378419461,134.064682,75.6021866491785
2261-07-18 08:24:08+10:00,,4.4508742670587385,752.6254367760589,371.3148974474413,78.2850394326245,99.20132794718572,82.52454106039742,1000.285757139523,9.878277378419469,134.064682,76.29613539374773
2261-07-18 08:24:09+10:00,0.06557489658552787,4.529595875554701,750.0113241427017,-5.8005320169920696,81.67629985771579,96.97337529035207,82.12984679957873,1000.285757139523,9.878277378419469,134.064682,75.45395423671984
2261-07-18 08:24:11+10:00,0.05664551600876984,4.522197323582654,752.0942478293864,8101.971772416664,83.56494596780247,105.84782237532448,89.72821400623087,1000.285757139523,9.878277378419469,134.064682,76.29343159557305
2261-07-18 08:24:13+10:00,-0.04258565004212764,,747.2948638981425,8098.262146950216,85.75302202531226,86.50124223401637,84.64891377288644,,9.878277378419469,134.064682,75.5650820467541
